id,smiles,domain,charge,multiplicity,basis,homo_ev,lumo_ev,gap,pqr_gap,pred_qm9_aligned_gap,cycle_error,final_confidence
pqr_0024,Cc1cc(N)[n+]2[nH]cnc2n1,charged_or_radical,1,1,"6-31G(d,p)",-10.933770069103875,-5.818856006812296,5.114914062291579,8.605,5.613834126686975,2.354624017709977,low_confidence
pqr_0025,COc1cc([C@H]2Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5[oH+]4)cc3O[C@@H]2CO)ccc1O,charged_or_radical,1,1,"6-31G(d,p)",-7.367097407823601,-5.629943015933126,1.7371543918904755,7.960999999999999,5.568482039231952,2.9582127300529395,low_confidence
pqr_0026,O=c1[oH+]c2ccc3ccccc3c2cc1-c1ccccc1,charged_or_radical,1,1,"6-31G(d,p)",-9.334264572395536,-6.429886951960043,2.9043776204354934,7.698,5.297728523514244,3.121423926988351,low_confidence
pqr_0027,O=c1c(O)c(-c2ccc(O)cc2)[oH+]c2cc(O)cc(O)c12,charged_or_radical,1,1,"6-31G(d,p)",-9.301333524980604,-5.521311292570528,3.7800222324100776,7.501,5.477359684089931,3.25726434596527,low_confidence
pqr_0028,O=C1C2=C(NCCCN3CCN(CCCNC4=C5C(=O)c6ccccc6[N+]6=NN=C(C=C4)[C@@H]56)CC3)C=CC3=NN=[N+](c4ccccc41)[C@@H]32,charged_or_radical,2,1,"6-31G(d,p)",-9.883598391155177,-9.480469970938492,0.4031284202166826,9.593,5.57829187890904,1.7799404315301146,low_confidence
pqr_0029,Cc1nccc2c1C=CC(=O)[NH+]2,charged_or_radical,1,2,"6-31G(d,p)",-11.735030755091424,-10.45234232210372,1.2826884329877046,11.416,5.455395247052612,0.258379358667069,low_confidence
pqr_0030,COc1c(OC)c(O)c2c(=O)cc(-c3ccc(O)cc3)[oH+]c2c1OC,charged_or_radical,1,1,"6-31G(d,p)",-9.098649198927523,-5.574078610018265,3.5245705889092585,7.836,5.5370367661041655,2.818778289164017,low_confidence
pqr_0031,COc1cc2ccc(=O)[oH+]c2c(OC)c1O,charged_or_radical,1,1,"6-31G(d,p)",-9.926841902353816,-6.39661186457003,3.5302300377837867,10.719,5.56683510407941,0.2563248276554066,low_confidence
pqr_0032,CC(=O)C[C@H](c1ccco1)c1c(O)c2ccccc2[oH+]c1=O,charged_or_radical,1,1,"6-31G(d,p)",-8.010603520022501,-6.447852120326465,1.5627513996960354,7.755000000000001,5.545507551389881,3.32121559492842,low_confidence
pqr_0033,CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)[oH+]c2c1,charged_or_radical,1,1,"6-31G(d,p)",-8.69082580088264,-5.752907844275872,2.937917956606769,6.78,5.580605362382765,4.142221185771416,low_confidence
pqr_0034,Cc1cc(=O)[oH+]c2cc3c(cc12)CCO3,charged_or_radical,1,1,"6-31G(d,p)",-10.098240215480644,-6.300842601838903,3.79739761364174,8.158,5.608822079644523,2.7165847909860688,low_confidence
pqr_0035,O=C=Nc1c(C[NH2+]O)ccc(Cl)c1Cl,charged_or_radical,1,1,def2-SVP,-10.581303169677888,-5.49644549964328,5.084857670034608,8.028,5.485319278182298,3.3545120217997084,low_confidence
pqr_0036,O=C(O)Cc1cc(=O)[oH+]c2cc(O)ccc12,charged_or_radical,1,1,"6-31G(d,p)",-10.448245894918209,-6.625965209506248,3.822280685411961,8.254999999999999,5.581990444362797,2.817478055521093,low_confidence
pqr_0037,C[N+]1C(=O)C2=C([NH+]C(=O)C(C=O)=N2)[N+](C)C1=O,charged_or_radical,3,4,"6-31G(d,p)",-20.584929490465317,-19.708711918072776,0.8762175723925377,11.233,5.672888432117427,0.2126329757851657,low_confidence
pqr_0038,COc1cc(O)c2c(=O)c(OC)c(-c3ccccc3)[oH+]c2c1,charged_or_radical,1,1,"6-31G(d,p)",-9.640103729904874,-5.723212532048227,3.916891197856648,7.956,5.51994096976847,2.7644503172258137,low_confidence
pqr_0039,Nc1[oH+]c2ccccc2c(=O)c1C=O,charged_or_radical,1,1,"6-31G(d,p)",-10.389630636857593,-6.260733548152524,4.128897088705069,11.890999999999998,5.196812044137737,0.9994305708525636,low_confidence
pqr_0040,Cc1ccccc1-c1c[oH+]c2cc(OCC(=O)O)cc(Cl)c2c1=O,charged_or_radical,1,1,def2-SVP,-9.527494120769935,-6.237300711534027,3.290193409235908,8.306000000000001,5.544597094336559,2.770235468953372,low_confidence
pqr_0041,O=C1[NH+]C=C(Cc2ccccc2)C(=O)[NH+]1,charged_or_radical,2,3,"6-31G(d,p)",-15.606068895361584,-14.355135153139145,1.2509337422224387,8.967,5.674789980873024,2.164748456338595,low_confidence
pqr_0042,O=c1[oH+]c(-c2ccc(O)c(O)c2)cc2cc(O)cc(O)c12,charged_or_radical,1,1,"6-31G(d,p)",-9.134135766675543,-5.724785351809291,3.4093504148662515,11.819,5.440616608638589,0.9411512385940012,low_confidence
pqr_0043,O=C1C=CC(Cc2ccc(Cl)c(Oc3ccccc3)c2F)=N[NH+]1,charged_or_radical,1,2,def2-SVP,-9.891539952946546,-9.31490889684476,0.5766310561017853,11.324000000000002,5.527125130771889,0.3767882410392218,low_confidence
pqr_0044,O=C(O)C1=CC(=O)[N+](O)C=C1,charged_or_radical,1,2,"6-31G(d,p)",-12.25393866831652,-11.16683605665739,1.0871026116591298,8.056000000000001,5.649603397759829,3.443353858143704,low_confidence
pqr_0045,CC(C)c1oc2cc3[oH+]c(=O)ccc3cc2c1O,charged_or_radical,1,1,"6-31G(d,p)",-9.1866261852991,-6.507143497927921,2.679482687371178,11.534,5.569299481544228,0.905789961063217,low_confidence
pqr_0046,CCN(C)c1cc(=O)c2c(ccc3ccccc32)[oH+]1,charged_or_radical,1,1,"6-31G(d,p)",-9.349644238666334,-5.58220229229697,3.767441946369364,8.081999999999999,5.436809506097251,2.891377714530668,low_confidence
pqr_0047,CNc1nc(Br)c[n+]2cc(C#N)[nH]c12,charged_or_radical,1,1,def2-SVP,-10.55787016036916,-6.677776606202109,3.8800935541670527,7.829000000000001,5.604637399056903,2.854860781812942,low_confidence
pqr_0048,O=C=C1C2=NC=CCC(C#CN3C=CC4(C=C3)NC[NH2+]Oc3ccccc34)=C2c2ccc(Cl)c(Cl)c21,charged_or_radical,1,1,def2-SVP,-7.571104445698918,-4.7312546303119065,2.8398498153870104,6.553,5.4553465916112565,4.348653368865517,low_confidence
pqr_0049,CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)[oH+]c12,charged_or_radical,1,1,"6-31G(d,p)",-9.340006083501285,-5.568192019479429,3.771814064021853,8.442,5.518451181182269,2.476337880020901,low_confidence
pqr_0050,COc1ccc(-c2[oH+]c3c(OC)c(OC)ccc3c(=O)c2OC)cc1O,charged_or_radical,1,1,"6-31G(d,p)",-8.724046194588901,-5.408130422683324,3.3159157719055763,7.714,5.744541641693319,2.8734193262473315,low_confidence
pqr_0051,CCc1cc(OC)c2c(c1)c(=O)[oH+]c1c2cc(OC)c2c(O)ccc([C@H]3O[C@H]([C@@H](C)O)[C@H](O)[C@H]3O)c21,charged_or_radical,1,1,"6-31G(d,p)",-8.465388154208235,-5.602174205557281,2.863213948650953,7.018999999999999,5.926199511528707,3.687188452479293,low_confidence
pqr_0052,Nc1[nH]c(=O)c2cc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2[nH+]1,charged_or_radical,1,1,"6-31G(d,p)",-7.82987874333345,-5.720537707361794,2.109341035971656,7.699000000000001,5.838493791595181,3.2015373870809656,low_confidence
pqr_0053,COc1ccc(-c2c[oH+]c3cc4c(c(O)c3c2=O)C=CC(C)(C)O4)cc1,charged_or_radical,1,1,"6-31G(d,p)",-8.537401985532568,-5.431954618997079,3.1054473665354894,8.0,5.682413890878574,2.851386625376588,low_confidence
pqr_0054,CCCOc1[oH+]c(=O)c2cc(NC(=O)Nc3ccccc3)ccc2c1Cl,charged_or_radical,1,1,def2-SVP,-8.157380528562374,-6.211200152944786,1.9461803756175884,10.577,5.7487417392084215,0.2137449081331937,low_confidence
pqr_0055,CC(C)CC[N+]1C(=O)/C(=C2/Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)C(=O)[C@H]2CCCN21,charged_or_radical,1,2,def2-SVP,-9.436064781169703,-8.8890648965635,0.5469998846062025,7.590999999999999,5.776252518742502,3.5986133014082267,low_confidence
pqr_0056,CC[C@H](C)C1=C(O)[N+]2(O)Oc3ccc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)cc3O[C@@]2([C@@H](C)CC)C(=O)N1O,charged_or_radical,1,1,"6-31G(d,p)",-7.798736953005309,-5.411720577409839,2.38701637559547,9.973,5.775478357292621,1.0560913137188894,low_confidence
pqr_0057,Nc1[nH]c(=O)c2c([nH+]1)NCC(CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)=N2,charged_or_radical,1,1,"6-31G(d,p)",-7.741025822647634,-5.84926837531486,1.8917574473327743,7.935,5.89676834752739,3.0396731123840883,low_confidence
pqr_0058,N#Cc1ccccc1C[N+]1C(=O)c2ccccc2N=C1N1CCC[C@@H](N)C1,charged_or_radical,1,2,"6-31G(d,p)",-9.534972069335993,-8.396585044403661,1.1383870249323311,11.19,5.911995740553824,0.2526793128382163,low_confidence
pqr_0059,CO[C@H]1C[C@H]2[C@@H](C[C@@H]1Cc1cccc(Cl)c1F)C(=O)[C@@H](C(=O)O)C[N@@H+]2[C@H](CO)C(C)C,charged_or_radical,1,1,def2-SVP,-9.21324271327028,-4.423101522962405,4.790141190307876,11.075,5.803759640245376,0.0082073118934413,low_confidence
pqr_0060,O=C1[NH+]C(c2ccc(NCC3CCNCC3)cc2Cl)=Nc2c1oc1ccc(Br)cc21,charged_or_radical,1,2,def2-SVP,-8.86669696288449,-8.39834335730143,0.4683536055830598,7.692,5.812674129519237,3.337310904338569,low_confidence
pqr_0061,COc1cc2c(c3[oH+]c4c(O)cccc4c(=O)c13)C[C@H]([C@@]1(C)CO1)O2,charged_or_radical,1,1,"6-31G(d,p)",-9.597864062696315,-5.693159525248777,3.904704537447539,8.227,5.8595299899314375,2.6374512837565387,low_confidence
pqr_0062,COc1c(-c2ccc(O)c(O)c2)[oH+]c2c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c2c1=O,charged_or_radical,1,1,"6-31G(d,p)",-8.393158556878857,-5.227050408019428,3.166108148859429,10.706,5.738752052296754,0.2992642427839573,low_confidence
pqr_0063,CC1=CC(C)=NC(=S)[NH+]1,charged_or_radical,1,2,def2-SVP,-11.843236260061758,-9.996271734315362,1.846964525746394,7.095,5.88733952608842,4.522690339710297,low_confidence
pqr_0064,C=C(C)[C@@H](O)Cc1c(O)c(CC=C(C)C)c2[oH+]cc(-c3ccc(O)c(O)c3)c(=O)c2c1O,charged_or_radical,1,1,"6-31G(d,p)",-8.351397767551065,-5.54926048790692,2.8021372796441466,8.691,5.701462753442977,2.534239195923801,low_confidence
pqr_0065,COc1cc2[oH+]c3c(c(=O)c2cc1OC)C(=O)c1c(ccc2cc4c(c(O)c12)C(=O)N1[C@@](C)(C4)OC(=O)[C@]1(C)COC(=O)C(C)C)C3=O,charged_or_radical,1,1,"6-31G(d,p)",-8.035973689091552,-7.356621581531963,0.6793521075595891,7.081,5.783257287781106,3.8043134098741422,low_confidence
pqr_0066,COc1cc(O)c(CC=C(C)C)c2[oH+]c(-c3ccc(O)cc3)c(O)c(=O)c12,charged_or_radical,1,1,"6-31G(d,p)",-9.047895074043009,-5.208472470120965,3.839422603922044,8.05,5.723107953877342,2.9119260435190366,low_confidence
pqr_0067,Cc1cc(C)cc(-[n+]2c3c(nc4cc(C)c(C)cc42)C(=O)[N+](C)C(=O)N3)c1,charged_or_radical,2,2,"6-31G(d,p)",-13.412499563658784,-12.917185110429353,0.4953144532294305,7.366,5.849438073352926,3.725896900922841,low_confidence
pqr_0068,CC1(C)C=C([N+]2C=CC=CC2=O)c2cc(C#N)ccc2O1,charged_or_radical,1,2,"6-31G(d,p)",-10.134792854819436,-9.170827839387064,0.9639650154323722,8.087,5.694522994724131,2.9200298903359254,low_confidence
pqr_0069,O=C1[NH+]C(=O)C([N+](=O)[O-])=C(C(=O)O)[NH+]1,charged_or_radical,2,3,"6-31G(d,p)",-17.773192590348213,-16.57254014520047,1.2006524451477412,11.954,5.772606225705118,0.4950440254613415,low_confidence
pqr_0070,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2[oH+]1,charged_or_radical,1,1,"6-31G(d,p)",-9.393541382879082,-6.977622087971541,2.4159192949075408,7.882,5.726110489092432,2.97787085130938,low_confidence
pqr_0071,Nc1[nH]c(=O)c2nc(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH+]1,charged_or_radical,1,1,"6-31G(d,p)",-9.121605165675216,-6.0303987781469175,3.0912063875282976,8.404,5.917925385935153,2.538488921533027,low_confidence
pqr_0072,Cc1c[nH]c2c(NCc3ccncc3)ncc[n+]12,charged_or_radical,1,1,"6-31G(d,p)",-9.19233618753908,-5.858001909562727,3.3343342779763523,10.942,5.69120885425623,0.3457247263572292,low_confidence
pqr_0073,Cc1ccc2[nH]c(-c3ccc(C(=O)O)cc3)c(CC(=O)N(C)C)[n+]2c1,charged_or_radical,1,1,"6-31G(d,p)",-9.092979801750332,-5.294784297633288,3.798195504117043,7.908,5.809683583987481,3.12928608880455,low_confidence
pqr_0074,O=c1c(O)c(CCCCCO)[oH+]c2ccccc12,charged_or_radical,1,1,"6-31G(d,p)",-10.392228602053882,-6.008742746511786,4.383485855542095,8.285,5.866248045905811,2.588025930704076,low_confidence
pqr_0075,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)cc[oH+]3)c2c1,charged_or_radical,1,1,"6-31G(d,p)",-8.002108866392105,-6.707206919445467,1.294901946946638,7.758,5.7339555058825615,3.147527812524639,low_confidence
pqr_0076,COc1cc2c(c3[oH+]c(C(=O)O)cc(=O)c13)C=CC(C)(C)O2,charged_or_radical,1,1,"6-31G(d,p)",-9.5238181977238,-6.839191592490487,2.684626605233314,7.683,5.875720077670652,3.3377078077984024,low_confidence
pqr_0077,C\C=C(C)/C=C(C)/C=C(C)/C=C/C=C/C=C/c1[oH+]c(=O)cc(OC)c1C,charged_or_radical,1,1,"6-31G(d,p)",-7.432823094548756,-5.871246649569641,1.5615764449791152,7.361999999999999,5.7854509959901,3.503645014812398,low_confidence
pqr_0078,O=c1[oH+]c2ccccc2c(O)c1Cc1c(O)c2ccccc2[oH+]c1=O,charged_or_radical,2,1,"6-31G(d,p)",-12.689718280804534,-8.628070156328793,4.061648124475743,8.398,5.68000397782989,2.371899552355927,low_confidence
pqr_0079,C/C(=N\NC(=N)[NH+]O)c1ccc(NC(=O)Nc2ccc(/C(C)=N/N/C(N)=N/O)cc2)cc1,charged_or_radical,1,2,"6-31G(d,p)",-7.525801469934609,-7.216031100778506,0.3097703691561022,11.11,5.747817205986359,0.2893245908270572,low_confidence
pqr_0080,CC1(C)C[C@H]1c1cc2cc3ccoc3cc2[oH+]c1=O,charged_or_radical,1,1,"6-31G(d,p)",-9.845614586007674,-6.313220740102056,3.532393845905617,7.972,5.786101419053611,2.955327909080244,low_confidence
pqr_0081,COc1ccc(C2=Cc3c(OC)cc(OC)cc3[N+](CCc3nn[nH]n3)C2=O)cc1,charged_or_radical,1,2,"6-31G(d,p)",-9.294491632588482,-8.047414146246703,1.2470774863417795,11.193,5.797540901513824,0.2864792375076046,low_confidence
pqr_0082,CC[C@@]1(O)C(=O)OCC2=C1C=C1c3nc4cc5c(cc4cc3C[N+]1C2=O)OCO5,charged_or_radical,1,2,"6-31G(d,p)",-9.867081652807736,-8.708112181759573,1.1589694710481626,7.416,5.88901641555581,3.5748517894181475,low_confidence
pqr_0083,Nc1c(N2CCc3ccc(CNC(=O)C4=Nc5sc6c(c5C(=O)[NH+]4)CCS(=O)(=O)C6)cc3C2)c(=O)c1=O,charged_or_radical,1,2,def2-SVP,-9.080925547851525,-8.815622061194563,0.2653034866569608,6.405999999999999,5.852083881906399,4.695869656392876,low_confidence
pqr_0084,CCO[C@@H](O)c1c[nH][n+]2ccccc12,charged_or_radical,1,1,"6-31G(d,p)",-10.336882173538738,-5.71335571456693,4.623526458971808,7.922000000000001,5.884058525744396,2.864298284914071,low_confidence
pqr_0085,COc1cc2cc(-c3cc4cc(O)c(O)cc4[oH+]c3=O)c(=O)[oH+]c2c(OC)c1O,charged_or_radical,2,1,"6-31G(d,p)",-11.780157533945967,-8.773228275757244,3.006929258188723,7.1080000000000005,5.709972102069801,3.612158366422525,low_confidence
pqr_0086,CCN(CC)Cc1cc(-c2c[oH+]c3ccc(OC)cc3c2=O)ccc1O,charged_or_radical,1,1,"6-31G(d,p)",-7.73514685412677,-5.926985475324234,1.8081613788025368,7.895999999999999,5.789089919780729,2.955010308679979,low_confidence
pqr_0087,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc([N+]2C=CC(=O)[NH+]C2=O)cc1C(C)(C)C,charged_or_radical,2,3,def2-SVP,-12.56704191396484,-11.983770763632808,0.5832711503320336,10.763000000000002,5.890900314933081,0.2363404410604985,low_confidence
pqr_0088,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)[oH+]c3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,charged_or_radical,1,1,"6-31G(d,p)",-8.92017302668727,-5.323198758800978,3.596974267886292,8.144,5.826405009606647,2.906333048678924,low_confidence
pqr_0089,C#CCCC[n+]1cnc(N)c2[nH]c(Sc3ccc(C)cc3C)nc21,charged_or_radical,1,1,def2-SVP,-9.27616711367682,-5.795772758070237,3.480394355606584,8.866,5.818343783558214,1.7256355860431205,low_confidence
pqr_0090,N=C(N)[NH+]OCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccc2)c1F,charged_or_radical,1,2,def2-SVP,-9.489409641186862,-8.91687760232682,0.5725320388600411,8.041,5.837560495276935,2.9120665449046257,low_confidence
pqr_0091,COc1cc(C)c2c(OC)cc(=O)[oH+]c2c1-c1c(O)cc(C)c2c(OC)cc(=O)[oH+]c12,charged_or_radical,2,1,"6-31G(d,p)",-12.615269088631912,-8.630062387236753,3.985206701395159,8.166,5.814936787079924,2.4714721073198405,low_confidence
pqr_0092,O=C(O)[C@@H]1CC(=O)[C@H]2CC[C@@H](Cl)C[C@@H]2[NH2+]1,charged_or_radical,1,1,def2-SVP,-10.962092522208108,-5.442275766230283,5.519816755977824,10.866,5.814895923281913,1.5441537758920738,low_confidence
pqr_0093,CC(=O)Cc1cc(=O)c2c(C)cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)/C=C/c3ccc(O)cc3)c2[oH+]1,charged_or_radical,1,1,"6-31G(d,p)",-7.939368586769133,-5.536050602863584,2.403317983905549,11.390999999999998,5.853569011085267,0.4467868749682484,low_confidence
pqr_0094,CC[C@@]1(O)CC(=O)OCC2=C1C=C1c3nc4cc(F)c(F)cc4cc3C[N+]1C2=O,charged_or_radical,1,2,"6-31G(d,p)",-9.949904170649182,-8.979527951307015,0.9703762193421686,7.336,5.840204135704723,3.7169501871533495,low_confidence
pqr_0095,Cc1cccc(-c2[nH]c(N(C)c3cccc(C#N)c3)nc2-c2ccc3nc[nH][n+]3c2)n1,charged_or_radical,1,1,"6-31G(d,p)",-7.822813778074552,-5.217093872436982,2.605719905637569,9.247,5.686959733481227,1.487938192411086,low_confidence
pqr_0096,C[C@H]1[C@H](C)Oc2c3c(c4c(-c5ccccc5)cc(=O)[oH+]c4c2[C@H]1O)OC(C)(C)C=C3,charged_or_radical,1,1,"6-31G(d,p)",-9.087291952887584,-5.757387749967991,3.32990420291959,8.052,5.878942392194729,3.0676206411686096,low_confidence
pqr_0097,O=C1c2ccccc2N=C2CCCCC[N+]12,charged_or_radical,1,2,"6-31G(d,p)",-11.437139917065796,-9.753114923466224,1.684024993599571,8.396999999999998,5.75436552471715,3.0066072234438934,low_confidence
pqr_0099,COc1cccc2[oH+]c3cc4c(c(O)c3c(=O)c12)[C@@H]1CCC[C@](C)(O4)O1,charged_or_radical,1,1,"6-31G(d,p)",-9.18558346188764,-5.144506902198366,4.041076559689276,8.316,5.880859775488414,2.6504708086501747,low_confidence
pqr_0100,CC(C)=CCc1c(O)cc(O)c2c(=O)c(O[C@@H]3O[C@H](C)[C@H](O)[C@H](O)[C@@H]3O)c(-c3ccc(O)cc3)[oH+]c12,charged_or_radical,1,1,"6-31G(d,p)",-8.861897722748347,-5.297743879718469,3.564153843029879,8.134,5.9418981780776985,2.7475018239961777,low_confidence
pqr_0101,CN1[C@@H]2C(=O)[N+](Cc3cccc(N)c3)NC[C@@H]2[C@@H]2S[C@@H]([S@@](C)=O)C[C@@H]21,charged_or_radical,1,2,def2-SVP,-8.565009750669171,-8.144511594682264,0.4204981559869064,7.31,6.060953883951914,3.772795280171944,low_confidence
pqr_0102,CCCCCCCC[C@H]1CCC(=O)[C@H]2[NH2+][C@H](C)[C@H](OC)C(=O)[C@@H]12,charged_or_radical,1,1,"6-31G(d,p)",-9.773219284317385,-5.277426106178642,4.495793178138742,10.525,5.980137770811849,1.7251579778762878,low_confidence
pqr_0103,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1[C@H](Cc1ccc(O)c(c1)-c1cc(ccc1OC)C[C@@H]3N(C)CC2)[N@+](C)(O)CC4,charged_or_radical,1,1,"6-31G(d,p)",-7.781310235817879,-3.0926384946404832,4.688671741177396,8.112,6.033740239428171,2.715649665739148,low_confidence
